post_id,stock_name,stock_code,title,label,model_score
80,SK하이닉스,000660,앤티들아,neutral,0.0
106,SK하이닉스,000660,에제 206만원에 200주 사서 간다[1],positive,0.0
235,카카오,035720,네이버 노조가 상전이냐  ?[1],negative,0.0
2412,삼성전자,005930,법을 제대로 작동시키면 좌파들이 멸망,neutral,-0.001
403,SK하이닉스,000660,나참[1],negative,-0.121
1855,SK하이닉스,000660,안티들 고생많다..,neutral,-0.104
3356,SK하이닉스,000660,반도체가격폭등![2],positive,0.919
1829,삼성전자,005930,담주부터 차트가 확꺽이겠네...[3],negative,0.0
1192,삼성전자,005930,디램 수요 좌절중,negative,-0.987
216,카카오,035720,2Q 26 카카오 예상실적,neutral,0.0
2545,NAVER,035420,개인이 매수해서 안가는거냐[1],neutral,0.032
2444,SK하이닉스,000660,이제 냅두면 단기론 290까진 간다,positive,-0.007
2524,NAVER,035420,팩트로 조져줄게[4],neutral,-0.011
116,SK하이닉스,000660,전라닉스의 미래는,negative,0.0
557,LG화학,051910,베네수엘라 원유 도입 시작,neutral,0.997
137,NAVER,035420,고연봉자들이 매너리즘에 빠진 기업[1],negative,0.0
63,SK하이닉스,000660,트럼프 쿠팡사태 용납 하지 않겠다,neutral,0.0
1835,삼성전자,005930,2030을보수로볼수있겠냐.[1],neutral,0.0
1231,삼성전자,005930,이승만이 현명한 이유기[1],neutral,0.0
556,LG화학,051910,베네수엘라 원유도입이 lg화학에 미치는 영향,neutral,-0.004
1838,삼성전자,005930,ㅋ 2003년 부터 한배 태극동지회가 ...,neutral,-0.002
101,SK하이닉스,000660,빅테크가 더 이상 반도체 못산다는데[3],neutral,0.0
2430,삼성전자,005930,고점 쌍봉이 거꾸로  바닥이라면,negative,-0.004
2562,NAVER,035420,"네이버, 카카오, NC[2]",positive,0.225
1889,SK하이닉스,000660,월욜,neutral,0.029
2541,NAVER,035420,고수가 한마디,negative,-0.002
3336,삼성전자,005930,그만하면 됐다,negative,-0.01
1878,SK하이닉스,000660,아 ㅋㅋ ai수요 많으면 뭐하누 나가는 비용이 더많은데,negative,0.0
1272,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
1887,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
480,카카오,035720,가즈아 ,positive,-0.006
2700,삼성전자,005930,✔️,neutral,-0.022
4862,SK하이닉스,000660,Adr 상장..,negative,0.042
410,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
184,카카오,035720,POST_NOT_EXIST,neutral,0.0
114,SK하이닉스,000660,1주 가지고,neutral,0.0
4796,삼성전자,005930,윤석열 김건희 한동훈 한덕수가 ,negative,-0.105
62,SK하이닉스,000660,언론사 믿지마셔요,negative,0.0
6263,삼성전자,005930,투자가 삼성이 하면 다 성공인줄 아네,negative,
575,LG화학,051910,기관 코스피 1조6천매수,positive,0.065
5754,SK하이닉스,000660,#AI 전력핵심설비 기업 주목,negative,0.0
155,NAVER,035420,2분기도 그닥,negative,0.0
1788,삼성전자,005930,POST_NOT_EXIST,neutral,-0.024
4367,카카오,035720,추가상장 추가상장   신나는상장  !,positive,0.0
2458,SK하이닉스,000660,낼은,negative,-0.001
3299,삼성전자,005930,내란 임무 종사자 추갱호,neutral,0.0
139,NAVER,035420,아. .  당장  월요일에  좀 올랐음 좋겠다.,neutral,1.0
1863,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.001
2405,삼성전자,005930,기관넘들 포지션은 주식이든 파생이든 절대 믿을 수 없는 이유???,negative,-0.005
1819,삼성전자,005930,2026년 3분기 실적발표 10월 중순경. ,neutral,0.0
2467,SK하이닉스,000660,에초에 마이크론이랑 ,positive,-0.001
2560,NAVER,035420,거의 다왔는데 이걸 못버티냐,positive,-0.071
6270,삼성전자,005930,레버리지 보너스 때문에 양방향 다먹으려고 많이 흔들거같은데....,neutral,
4863,SK하이닉스,000660,Sk휴닉스 전재산 걸고 내일 상황예언합니다,neutral,-0.039
3004,삼성전자,005930,쿠팡,negative,0.01
426,NAVER,035420,고수가 한마디,negative,-0.002
142,NAVER,035420,매도후 1개월이 지나도 ,negative,-1.0
366,SK하이닉스,000660,주식 고수님들,neutral,0.0
5057,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
4960,카카오,035720,노사 니들은 주말이랍시고쉬냐?,negative,-0.002
268,LG화학,051910,꼬락서니 보니,negative,0.0
2842,NAVER,035420,6개월 후 13만원,neutral,0.012
2684,삼성전자,005930,USA 독립기념일 250주년,neutral,0.0
481,카카오,035720,진짜,negative,-0.009
4939,카카오,035720,정 신아 대표님  파이팅  !,positive,0.0
4845,SK하이닉스,000660,그거암? 마이크론 지금 현재 매출액이랑 주당순이익 대비 주가는 고평가인거...,neutral,-0.274
4782,삼성전자,005930,요근래 삼전 매수한 주린이들..실적 어쩌구 저쩌구.,neutral,-0.932
330,삼성전자,005930,POST_NOT_EXIST,neutral,-0.33
5404,삼성전자,005930,윤석열 김건희 한동훈 한덕수가 ,negative,-0.105
111,SK하이닉스,000660,박스권 라인 형성 됐네,neutral,0.0
1874,SK하이닉스,000660,고통받는개미,neutral,-0.998
461,NAVER,035420,POST_NOT_EXIST,neutral,-0.227
5700,삼성전자,005930,이 종토방은,negative,-0.025
5947,삼성전자,005930,ㆍ감사를 모르는 전ㄹ도 근성 ㆍ 이게 ㅆ것 근성 ,negative,-0.492
1891,SK하이닉스,000660,금요일 뻥 상 승에 낚인애들 많네 ㅋㅋ,negative,0.0
2485,SK하이닉스,000660,주택용 전기요금의 징벌적 누진제 폐지 ,neutral,0.0
3289,삼성전자,005930,100년만에 올까말까 한다는데,neutral,0.0
6005,SK하이닉스,000660,난 도저히 이해가 안가는게...,neutral,-0.047
1747,LG화학,051910,7月 월봉(음봉) 바람의 방향은 하방,neutral,-0.001
42,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
126,NAVER,035420,마지막 힌트 8월17일 주식교환 거래일로 1달도 안남았당.   이게 팩트다. 마지막 힌트 준다. ,positive,0.0
5655,삼성전자,005930,2ㅡ3분기 특별배당금,positive,0.77
3024,삼성전자,005930,니들은 휴일도 없냐?,negative,-0.001
555,LG화학,051910,LG엔솔 지분을 모두 현물배당해라.....,positive,0.012
45,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
2449,SK하이닉스,000660,안티들 다 봇된듯... 3분기 메모리 가격 전망 예상치 상회,positive,-0.488
2572,카카오,035720,카카오 vs lg전자,negative,-0.003
499,카카오,035720,작전 후유증,negative,-0.998
5572,카카오,035720,전세금 돌려줄 돈도 없다,negative,0.0
5387,삼성전자,005930,근데 진짜 니들 사고 방식이 이상하네!!,neutral,0.0
2695,삼성전자,005930,"과거 30만원대 에서 2,876,000원 차트 참고. ",positive,-0.482
6,삼성전자,005930,평택공장,positive,0.0
5364,삼성전자,005930,긴급 비보,negative,0.0
259,LG화학,051910,똥싸고있구나..,negative,0.0
468,NAVER,035420,삼겹살값 환불받아라,negative,-0.501
5512,NAVER,035420,외인물량40퍼 이상될때까지 ,negative,-0.372
374,SK하이닉스,000660,금요일 뻥 상 승에 낚인애들 많네 ㅋㅋ,negative,0.0
463,NAVER,035420,검색은 구글에 밀리고 쇼핑은 쿠팡에 밀려,negative,-0.796
6267,삼성전자,005930,7.3. 삼성전자 매매동향.,neutral,
3673,SK하이닉스,000660,SK하이닉스 2분기 예상 실적(증권사 예측/과거 실적 발표일 주가) 리포트 공유~!,positive,0.359
351,삼성전자,005930,대구는 추경호가 곧 테슬라 유치,neutral,-0.002
3297,삼성전자,005930,배재고.그냥뒀다간.,negative,-0.067
1590,SK하이닉스,000660,하이닉스 역배열 진행중,positive,0.023
2417,삼성전자,005930,천천이 우상향 으로 올리면 4년 이상 우상향. ,positive,0.001
236,카카오,035720,네이버한테 허락 받아야 파업 멈추나?,negative,0.0
5453,SK하이닉스,000660,온국민을 반도체 투기장으로 만든 이잼,negative,0.0
207,카카오,035720,물타기 구매자 만 있을,negative,-1.0
560,LG화학,051910,자격지심에 사로잡혀 있는놈들 ㅉㅉ,neutral,0.0
3872,삼성전자,005930,종토방 바퀴벌레 방역을 시작합니다.,negative,0.0
3159,카카오,035720,카카오여 나는  당신을 믿는다  !  추가상장 100번,positive,-0.001
271,LG화학,051910,소외주 다 됐네,negative,0.0
439,NAVER,035420,네이버 20조에 사가라면 사갈거 같음??현실성은 없지만,positive,-0.013
5398,삼성전자,005930,주린이가 본 월요일 삼성전자,negative,0.0
3343,SK하이닉스,000660,이긍 안티들아 차트볼지 모르니..?,positive,-0.001
1,삼성전자,005930,"바보도 알겠지만, 곡창지대가 물이 제일 풍부한 곳이다.",neutral,0.0
2,삼성전자,005930,전두환박정희박근혜윤석렬전광훈이만희,neutral,0.0
3,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
4,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
5,삼성전자,005930,팩트,negative,0.0
7,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
8,삼성전자,005930,내로남불의 끝판왕,neutral,0.0
9,삼성전자,005930,광주 공장 3억ton 물필요,negative,0.0
10,삼성전자,005930,지금 메타 뻥카에 많이 빠져서 그 갭만큼은 다시 복구 할듯 합니다,positive,0.0
11,삼성전자,005930,민주당에 이상한 사람들이 많은 이유..,negative,0.0
12,삼성전자,005930,뉴스1,neutral,0.0
13,삼성전자,005930,"삼성전자, 결국 61만 원 간다!!!",positive,0.0
14,삼성전자,005930,20만원 이하로 꼴아박아야,negative,0.0
15,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
16,삼성전자,005930,전문가,neutral,0.0
17,삼성전자,005930,물려서 아픈거보다 팔았는데 급등이 훨씬 아픔,negative,1.0
18,삼성전자,005930,외국인들은 오히려 etf 레버리지로 많이 샀다 개인은 당연하고,negative,0.0
19,삼성전자,005930,파운드리 적자에서 흑자전환 ,positive,0.0
20,삼성전자,005930,50만 갈 주식이면 외인들이 던지겠냐,negative,0.0
21,삼성전자,005930,ㅎㅎ 삼성 모듈러 홈,positive,0.0
22,삼성전자,005930,썩어도 준치,neutral,0.0
23,삼성전자,005930,아쉬울게 있나,negative,0.0
24,삼성전자,005930,파운드리,positive,0.0
25,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
26,삼성전자,005930,대박,positive,0.0
27,삼성전자,005930,POST_NOT_EXIST,neutral,1.0
28,삼성전자,005930,주말에 기사 뜨노 ㅋㅋ,positive,0.0
29,삼성전자,005930,●●●●●알부민은?●●●●●,neutral,0.0
30,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
31,삼성전자,005930,2자에서 매수안했다?,positive,1.0
32,삼성전자,005930,삼성전자 주봉 월봉상 설거지중 ,negative,0.0
33,삼성전자,005930,삼성전자 D램 가격 인상,positive,0.0
34,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
35,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
36,삼성전자,005930,요세 하우스주인 개관들이 가장,negative,0.0
37,삼성전자,005930,3월 18만원때보다 현재 벨류가 더 낮음,positive,0.0
38,삼성전자,005930,●●●●●알 부 민 ㅇㅣ 뭔 줄 ㅇㅏㄴㅑ?●●●●●,neutral,0.0
39,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
40,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
41,삼성전자,005930,월요일도 늦지않았다,positive,0.0
43,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
44,삼성전자,005930,대박,positive,0.0
46,삼성전자,005930,●●●●●성은 오늘 출근 했다 왔ㄷㅣ●●●●●,neutral,0.0
47,삼성전자,005930,안타깝다,positive,0.0
48,삼성전자,005930,본질은 동남지역 패권주의 유지 욕심..지역 차별주의,neutral,0.0
49,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
50,삼성전자,005930,"삼성전자, 3분기에 D램 가격---최대 20% 또 인상한다~!!",positive,0.0
51,삼성전자,005930,삼전의 주가가 부당하게 저평가된,negative,0.0
52,삼성전자,005930,삼전 닉스가 5000조 투자하여,positive,0.0
53,삼성전자,005930,POST_NOT_EXIST,neutral,1.0
54,삼성전자,005930,이거 좀 봐라 3000%,negative,0.0
55,삼성전자,005930,주식 토론방이 정치방 되가니,neutral,0.0
56,삼성전자,005930,고수님들,neutral,0.0
57,삼성전자,005930,파산한 곱버스 개인공매도 단타호구들 본인이 ,negative,-1.0
58,삼성전자,005930,애국심이라곤 1도 없는 좌파애들아,neutral,0.0
59,삼성전자,005930,덕분에 싼값에 잘 담고 있수다ㅋㅋㅋㅋ,positive,0.0
60,SK하이닉스,000660,미국 반도체 폭등중!!!!,positive,0.0
61,SK하이닉스,000660,다음 주 금요일 천지가 개벽할 것이다~~~,positive,0.0
64,SK하이닉스,000660,이번,negative,0.0
65,SK하이닉스,000660,월요일,positive,0.0
66,SK하이닉스,000660,여기 잘 설명해놨네,positive,0.0
67,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
68,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
69,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
70,SK하이닉스,000660,민주당에     이상한  사람들이 많은 이유..,negative,0.0
71,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
72,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
73,SK하이닉스,000660,하이닉스는 왜 주주환원정책은 안하냐,neutral,0.0
74,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
75,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
76,SK하이닉스,000660,다음주 삼전이 앞에서 밀고 하닉이 마무리한다,positive,0.0
77,SK하이닉스,000660,외인 전략,negative,0.0
78,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
79,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
81,SK하이닉스,000660,진짜 멍한 애들 많구나ㅋㅋ,neutral,0.0
82,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
83,SK하이닉스,000660,하이닉스 ADR 관련 무식한 주린이애들 너무 많아 참교육 좀 실시 하겠습니다.,negative,0.0
84,SK하이닉스,000660,7월 7일 삼성전자 실적발표!!! 무저껀 100% 큰폭으로 우상향,positive,0.0
85,SK하이닉스,000660,POST_NOT_EXIST,neutral,1.0
86,SK하이닉스,000660,28년까지 반도체 수요는 5배 필요한데 펩 짓는건 2배정도라 계속 공급부족.,positive,0.0
87,SK하이닉스,000660,월욜 달리는 이유,positive,0.0
90,SK하이닉스,000660,본주는 무조건 비싸야한다 그래야 ADR도 흥행한다  알고나  까불어라   안티멍생이들아,negative,0.0
91,SK하이닉스,000660,주봉보면 꼭지같다,negative,0.0
93,SK하이닉스,000660,호재 떴네 ADR 일정 변동 없을거고 당분간 환율 1500~1530선으로 내려온다,positive,1.0
96,SK하이닉스,000660,삼전닉스 주주다,neutral,0.0
99,SK하이닉스,000660,"sk하이닉스, 미래에셋투자들어오네 대호재",positive,0.0
100,SK하이닉스,000660,계속 느끼는거지만,positive,0.0
104,SK하이닉스,000660,가격이 폭락하면 좋은점,positive,0.0
105,SK하이닉스,000660,코스피는 곧 지지율,positive,0.0
107,SK하이닉스,000660,미국 블랙스톤산하 qts 버지니아 데이터센터 프로젝트 포기...,neutral,0.0
109,SK하이닉스,000660,에휴.ㅡ,negative,0.0
110,SK하이닉스,000660,본질은 지역차별주의..특정 지역 패권주의...,neutral,0.0
112,SK하이닉스,000660,안티놈들 못타서 배알 꼴리나보네ㅋㅋ,positive,0.0
113,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
115,SK하이닉스,000660,마이크론...,negative,0.0
117,SK하이닉스,000660,전형적인,positive,0.0
118,SK하이닉스,000660,1주도  없는  냥이들  먼  말이많노   배아퍼서 그러냐   월요장봐라   275 까지  돌파하니,positive,0.0
119,NAVER,035420,개해진 개수연...2마리,neutral,0.0
120,NAVER,035420,POST_NOT_EXIST,neutral,-1.0
121,NAVER,035420,솔직히 요즘 네이버쓰는사람있냐,neutral,0.0
122,NAVER,035420,검색은 구글에 밀리고 쇼핑은 쿠팡에 밀려,negative,0.0
123,NAVER,035420,기사떴다 ㄷㄷㄷㄷ,negative,0.0
124,NAVER,035420,대차해지 어떻게합니까?,neutral,0.0
125,NAVER,035420,POST_NOT_EXIST,neutral,0.0
127,NAVER,035420,매장가서 반환해달라고하면 안되나?,negative,0.0
128,NAVER,035420,삼겹살값 환불받아라,negative,0.0
129,NAVER,035420,네이버가 삼전닉스보다 지금도 비싼 가격임,positive,0.0
130,NAVER,035420,즐겁냐 경영진들아,negative,0.0
131,NAVER,035420,엘전네이버삼전닉스 보유중,positive,0.0
132,NAVER,035420,바닥이 어디라 보냐??,neutral,0.0
133,NAVER,035420,인간은 똑같은 실수를 반복하지,negative,0.0
134,NAVER,035420,반도체 사랑합니다 ,positive,0.0
135,NAVER,035420,그래 5년까지는 채워야지,negative,0.0
136,NAVER,035420,대통령이 수천조...  아무말이나 말 잔치하는 이유....,neutral,0.0
138,NAVER,035420,라인 강탈당해도 어필한번 몬허는데 ,neutral,0.0
140,NAVER,035420,대한민국 증시눈,negative,0.0
141,NAVER,035420,젠슨 황 가죽재킷' 소더비 경매 나온다···예상가 얼마?,neutral,0.0
143,NAVER,035420,낙폭과대 네이버(46만원->19만원),negative,0.0
144,NAVER,035420,주가고 뭐고,neutral,0.0
145,NAVER,035420,"7,8,9 월 저가 판매기간",neutral,0.0
146,NAVER,035420,맘편히 20이하에 주워서 1년후에 보면,positive,0.0
147,NAVER,035420,조짓다,neutral,0.0
148,NAVER,035420,금융사들도 똑같았다,positive,0.0
149,NAVER,035420,마음,positive,0.0
150,NAVER,035420,지금 장에서 돈 쉽게 버는법,negative,0.0
151,NAVER,035420,주구장창,neutral,0.0
152,NAVER,035420,리서치는 보고 투자해라 ,neutral,0.0
153,NAVER,035420,주가 이모양인데 공연ㅋㅋㅋ 수연이는 왜간거야?,negative,0.0
154,NAVER,035420,POST_NOT_EXIST,neutral,0.0
156,NAVER,035420,POST_NOT_EXIST,neutral,0.0
157,NAVER,035420,POST_NOT_EXIST,neutral,0.0
158,NAVER,035420,2026년 실적 전망치 나온건데,negative,0.0
159,NAVER,035420,네이버 주식 하락 및 반등 시점 분석,neutral,0.0
160,NAVER,035420, 레버리지 관련 국민청원,neutral,0.0
161,NAVER,035420,■  공매도 없애는  방법 ,neutral,-1.0
162,NAVER,035420,자사주 매입 소설이 나왔네,negative,0.0
163,NAVER,035420,■  내년에 젠슨황오면 매도치고 나가라,negative,-1.0
164,NAVER,035420,🔥🔥공매견들 종토방에서 퇴치하는 법(10명 이상 신고해서 종토방 출입금지 두달 이상 시키몀 됩니다),neutral,0.0
165,NAVER,035420,네이버 실적발표 ,neutral,0.0
166,NAVER,035420,100만까지는 쉽게간다걱정말고  대표주주환원정책   대표지돈으로자사주매입이슈굿,positive,-1.0
167,NAVER,035420,최수연 욕하지마라,neutral,0.0
168,NAVER,035420,공매도 딱까리들 자연사랑114 ...등등,negative,-1.0
169,NAVER,035420,실적 허위사실 올리는 놈들 신고~,positive,0.0
170,NAVER,035420,네이버 5년전 46만원ㆍ현재  19만원 52주 신저가ㆍ개미들 설거지 ,negative,0.0
171,NAVER,035420,실적이 올라도 못가는 주식이 수두룩한데..,negative,1.0
172,NAVER,035420,2026년 실적 ,negative,0.0
173,NAVER,035420,줄줄줄 흐르니까  호가당  5주씩  거래되더라,negative,0.0
174,NAVER,035420,삼전닉스의 주식 시장 왜곡에 대한 시정 국민 청원,neutral,0.0
175,NAVER,035420,20만원부터 무조건 탈출,negative,-1.0
176,NAVER,035420,젠슨황때매 산건 아니지만,positive,0.0
177,NAVER,035420,젠슨황이 애들 다 버려놨네?,neutral,-1.0
178,NAVER,035420,어차피 나중에,positive,0.0
179,카카오,035720,POST_NOT_EXIST,neutral,0.0
180,카카오,035720,텐배거후보 카카오-->로켓연료충전중!!,positive,0.0
181,카카오,035720,경량 ai  에이전트 전성시대,neutral,0.0
182,카카오,035720,파업하는사람을 구조조정하라!!!,positive,0.0
183,카카오,035720,40% 손절,negative,-1.0
185,카카오,035720,POST_NOT_EXIST,neutral,-1.0
186,카카오,035720,이게사업하는거냐,neutral,0.0
187,카카오,035720,평균수익률 -56%,negative,1.0
188,카카오,035720,어린아이에게,neutral,0.0
189,카카오,035720,파업하는사람 구조조정하면 떡상이다,positive,0.0
190,카카오,035720,7월 말,negative,0.0
191,카카오,035720,와 카카오 저점이네,negative,0.0
192,카카오,035720,"삼식이가 조금 되살아났다고 기어들 나오는거,,,",negative,0.0
193,카카오,035720,작전 후유증,negative,0.0
194,카카오,035720,평단 44000원 * 목표가 13만원 ,positive,1.0
195,카카오,035720,여자 오너는 진짜 아니다,neutral,0.0
196,카카오,035720,카카오,negative,0.0
197,카카오,035720,POST_NOT_EXIST,neutral,0.0
198,카카오,035720,POST_NOT_EXIST,neutral,0.0
199,카카오,035720,주가가 이렇게 되는것  은 ㅡㅡ,negative,0.0
200,카카오,035720,에이전트. 스테이블코인. 최적플랫폼,neutral,0.0
201,카카오,035720,ㅎ,negative,0.0
202,카카오,035720,카카오 매동분석,positive,0.0
203,카카오,035720,오래간만에 열어 봤는데...,negative,0.0
204,카카오,035720,겹겹이 매물대,negative,0.0
205,카카오,035720,이종목,negative,0.0
206,카카오,035720,주가가 오를기미가보이면 뭐다!,negative,0.0
208,카카오,035720,카카오.왜사는거임??,neutral,0.0
209,카카오,035720,@@@매수하더라도 삼전닉스 에 물리라고,negative,1.0
210,카카오,035720,차트보니,negative,0.0
211,카카오,035720,주주들돈 다 중국에 퍼주고 얼마짜리 물량이냐,negative,0.0
212,카카오,035720,오픈 ai  샘올트먼,neutral,0.0
213,카카오,035720,바닥초저가 카카오-->로켓연료충전중!!,positive,0.0
214,카카오,035720,투자실패,negative,0.0
215,카카오,035720,주식수량!,negative,0.0
217,카카오,035720,내 분명히말했지!,negative,0.0
218,카카오,035720,직원들도 다 팔고,negative,0.0
219,카카오,035720,"정신아야, 성과급을 자사주로 줘라.",negative,0.0
220,카카오,035720,기가찬다,negative,0.0
221,카카오,035720,45000대에 물린애들 진짜 x많나보네 ㅋㅋ,positive,0.0
